entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-38D4F2E1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Fear of Missing Out (FOMO). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F54E993E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8DF72E9B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Personalized Feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8704C858,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Time-Sensitive Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5B242954,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-331BCD06,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-520655D3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-62B8926A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9BB65961,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A26739C5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Recognition. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5B6BBF07,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6D6BE106,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Competition. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AC6A1FF8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A1BA04B8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E9DD8097,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-46BC38A9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5A31058C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-71031D94,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-392D82C6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F345A9B9,Kept — Neutral (Exploration),"CTR=10.9%, Engagement=28.6%, Uninstall=2.1%",Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social recognition | Window: evening. Average performance — retained at baseline weight for continued exploration.
Template — Content,TPL-6E951E52,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E00DC378,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3E84E401,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E554B99E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Exclusion. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E4245775,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Recognition. No experiment exposure yet — kept active for future A/B testing.
Send Timing,S1 — Streak Champions,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | night: (no experiment data — proxy used),"Iter-0 GMM: evening (60%), night (20%), late_afternoon (20%)","Iter-1 Experiment: night (51%), evening (49%)","Segment S1 — Streak Champions. Removed: late_afternoon. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S2 — Power Learners,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | night: (no experiment data — proxy used),"Iter-0 GMM: mid_morning (50%), evening (33%), night (17%)","Iter-1 Experiment: night (91%), evening (9%)","Segment S2 — Power Learners. Removed: mid_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S3 — Top Competitors,Timing — Unchanged,late_afternoon: (no experiment data — proxy used),Iter-0 GMM: late_afternoon (100%),Iter-1 Experiment: late_afternoon (100%),"Segment S3 — Top Competitors. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S4 — Coin Collectors,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used),"Iter-0 GMM: evening (40%), early_morning (20%)",Iter-1 Experiment: evening (100%),"Segment S4 — Coin Collectors. Removed: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S5 — Steady Students,Timing — Consolidated (windows reduced),"afternoon: CTR=20.0%, Eng=50.0%, Uninstall=0.2% | evening: (no experiment data — proxy used)","Iter-0 GMM: evening (55%), early_morning (27%), afternoon (18%)","Iter-1 Experiment: evening (89%), afternoon (11%)","Segment S5 — Steady Students. Removed: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S6 — Social Observers,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | late_afternoon: (no experiment data — proxy used),"Iter-0 GMM: evening (64%), mid_morning (29%), late_afternoon (7%)","Iter-1 Experiment: late_afternoon (91%), evening (9%)","Segment S6 — Social Observers. Removed: mid_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S7 — Fading Players,Timing — Expanded (new windows added),"early_morning: CTR=10.0%, Eng=30.0%, Uninstall=2.5% | mid_morning: CTR=4.0%, Eng=14.7%, Uninstall=2.6% | night: (no experiment data — proxy used)","Iter-0 GMM: mid_morning (67%), night (33%)","Iter-1 Experiment: early_morning (72%), mid_morning (16%), night (12%)","Segment S7 — Fading Players. Added: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S8 — Stuck Users,Timing — Unchanged,night: (no experiment data — proxy used),Iter-0 GMM: night (100%),Iter-1 Experiment: night (100%),"Segment S8 — Stuck Users. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S9 — Disconnected,Timing — Expanded (new windows added),"evening: CTR=6.8%, Eng=24.0%, Uninstall=2.9% | late_afternoon: CTR=13.0%, Eng=34.6%, Uninstall=1.0%",Iter-0 GMM: evening (100%),"Iter-1 Experiment: late_afternoon (79%), evening (21%)","Segment S9 — Disconnected. Added: late_afternoon. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Notification Frequency,S7 — Fading Players,Frequency Cap Applied (High Uninstall Risk),Segment uninstall rate: 2.55%  (threshold: 2%),avg 4.6 / max 7 notifications/day,Capped to 2 notifications/day (min of cap and original per user),"12 users in S7 (Fading Players) had their daily notification limit capped to min(original, 2). Segment-level uninstall rate (2.55%) exceeded the 2% safety threshold — reducing send volume to protect retention."
Notification Frequency,S9 — Disconnected,Frequency Cap Applied (High Uninstall Risk),Segment uninstall rate: 2.41%  (threshold: 2%),avg 6.5 / max 8 notifications/day,Capped to 2 notifications/day (min of cap and original per user),"4 users in S9 (Disconnected) had their daily notification limit capped to min(original, 2). Segment-level uninstall rate (2.41%) exceeded the 2% safety threshold — reducing send volume to protect retention."
System Summary,Iteration 0 → Iteration 1,Learning Cycle Complete,CTR Uplift: +11.70%,Templates: 355 active (unweighted) | Timing: GMM clusters | Frequency: user-assigned limits (uncapped),"Templates: 6 promoted, 4 suppressed, 5 neutral, 340 untested | Timing: 7 segment(s) updated via experiment CTR scores | Frequency: 16 users capped to 2/day across high-uninstall segments",Full learning cycle applied. Epsilon-greedy exploitation boosted high-CTR templates (weight ×100) and retired poor performers (weight 0). Timing windows re-derived from observed CTR/engagement/uninstall composite scores instead of GMM activity clusters. Notification frequency guarded by uninstall-rate safety cap.
